name,cuisine,price_level,lat,lon,image_url,category,category_international,opening_hours,address,facebook,phone,email,url,RunDate
ครัวรถยก,อาหารอีสาน/ร้านส้มตำ,-,13.7098771,100.729758,https://img.wongnai.com/p/_-x_/2021/04/21/6bfe5df3a3794b2fba3bb25aa7bcfa9c.jpg,อาหารอีสาน/ร้านส้มตำ,Isan Food,"{'open': False, 'message': 'จะเปิดในเวลา 09:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': 'ซอย กิ่งแก้ว 43 ตำบลราชาเทวะ อำเภอบางพลี สมุทรปราการ ประเทศไทย', 'hint': '', 'subDistrict': {'id': 960, 'name': 'ราชาเทวะ'}, 'district': {'id': 955, 'name': 'บางพลี'}, 'city': {'id': 931, 'name': 'สมุทรปราการ'}}",-,630366359,-,https://www.wongnai.com/delivery/businesses/705278qP,6/29/2021 11:55
ร้านสาคูข้าวเกรียบปากหม้อ(นายช้าง),ของหวาน,ต่ำกว่า 100 บาท,13.71220452,100.5951741,https://img.wongnai.com/p/_-x_/2020/07/21/4c41f2d84af844f8a31d05725a2c8506.jpg,ของหวาน,Dessert,"{'open': False, 'message': 'จะเปิดในเวลา 07:30', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '1160/4 ถ. สุขุมวิท แขวง พระโขนง เขตคลองเตย กรุงเทพมหานคร ประเทศไทย', 'hint': '', 'subDistrict': {'id': 158, 'name': 'พระโขนง'}, 'district': {'id': 155, 'name': 'คลองเตย'}, 'city': {'id': 1, 'name': 'กรุงเทพมหานคร'}}",-,877148967,-,https://www.wongnai.com/delivery/businesses/597698Ih,6/29/2021 11:55
หอยใหญ่ กะทะร้อน ตลาดวีมาร์เก๊ต,อาหารจานเดียว,ต่ำกว่า 100 บาท,13.7567726,100.7975884,https://img.wongnai.com/p/_-x_/2021/06/21/603588a1289549e3b83544ebe82fdc49.jpg,อาหารจานเดียว,Rice Dish,"{'open': False, 'message': 'จะเปิดในเวลา 13:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '94 ถนน ฉลองกรุง แขวง ลำปลาทิว เขตลาดกระบัง กรุงเทพมหานคร ประเทศไทย', 'hint': 'อยู่ในตลาดนัดวีมาร์เก๊ต หาไม่เจอให้โทรถาม', 'subDistrict': {'id': 62, 'name': 'ลำปลาทิว'}, 'district': {'id': 58, 'name': 'ลาดกระบัง'}, 'city': {'id': 1, 'name': 'กรุงเทพมหานคร'}}",-,629438277,-,https://www.wongnai.com/delivery/businesses/968363QT,6/29/2021 11:55
โจ๊กบางกอก สาขาศาลายา สาขาศาลายา,อาหารจานเดียว,ต่ำกว่า 100 บาท,13.80272509,100.3030761,https://img.wongnai.com/p/_-x_/2020/12/17/9dc46f7ea509453dabb73570a1662430.jpg,อาหารจานเดียว,Rice Dish,"{'open': True, 'message': 'จนถึง 22:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': 'jbk.salaya1919@gmail.com', 'hint': '', 'subDistrict': {'id': 698, 'name': 'ศาลายา'}, 'district': {'id': 695, 'name': 'พุทธมณฑล'}, 'city': {'id': 602, 'name': 'นครปฐม'}}",-,925735724,-,https://www.wongnai.com/delivery/businesses/700480Ji,6/29/2021 11:55
คั่ว 3 ป. สุกี้โบราณ,อาหารไทย/อาหารจานเดียว/ก๋วยเตี๋ยว,ต่ำกว่า 100 บาท,13.65672521,100.5200115,https://img.wongnai.com/p/_-x_/2021/05/01/28113ba0a97b4fa2a38d4a079c552e0e.jpg,อาหารไทย/อาหารจานเดียว/ก๋วยเตี๋ยว,Thai/Rice Dish/Noodles,"{'open': False, 'message': 'จะเปิดในวันพุธ เวลา 16:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': 'เลขที่ 1853 หมู่ - หมู่บ้าน - ซอย ตลาด ถนน นครเขื่อนขันธ์ ลัดหลวง อำเภอพระประแดง สมุทรปราการ ประเทศไทย', 'hint': '', 'subDistrict': {'id': 27423, 'name': 'บางพึ่ง'}, 'district': {'id': 966, 'name': 'พระประแดง'}, 'city': {'id': 931, 'name': 'สมุทรปราการ'}}",-,622255951,-,https://www.wongnai.com/delivery/businesses/780706Ih,6/29/2021 11:55
ปันสุขกับเพื่อน,อาหารเจ/เบอร์เกอร์/เครื่องดื่ม/น้ำผลไม้,251 - 500 บาท,13.61860365,100.7177989,https://img.wongnai.com/p/_-x_/2021/01/28/7255084383084939abeff3ac4f0366bd.jpg,อาหารเจ/เบอร์เกอร์/เครื่องดื่ม/น้ำผลไม้,Vegan/Burger/Beverage/Juice,"{'open': False, 'message': 'จะเปิดในวันพุธ เวลา 10:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '199/2 หมู่12 สุขาภิบาล 6 ตำบล บางพลีใหญ่ อำเภอบางพลี สมุทรปราการ ประเทศไทย', 'hint': '', 'subDistrict': {'id': 959, 'name': 'บางพลีใหญ่'}, 'district': {'id': 955, 'name': 'บางพลี'}, 'city': {'id': 931, 'name': 'สมุทรปราการ'}}",-,616965351,-,https://www.wongnai.com/delivery/businesses/735166gK,6/29/2021 11:55
ร้านหมูระเบิด โครตอร่อย,อาหารตามสั่ง,-,12.964782,100.9187308,https://img.wongnai.com/p/_-x_/2021/04/06/4c39a27f6251428ca41eb50a10bc7d35.jpg,อาหารตามสั่ง,À La Carte,"{'open': True, 'message': 'จนถึง 22:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '3240 เมืองพัทยา อำเภอบางละมุง ชลบุรี ประเทศไทย', 'hint': '', 'subDistrict': {'id': 304, 'name': 'นาเกลือ'}, 'district': {'id': 301, 'name': 'บางละมุง'}, 'city': {'id': 269, 'name': 'ชลบุรี'}}",-,930507501,-,https://www.wongnai.com/delivery/businesses/836694Jj,6/29/2021 11:55
Part-Time Cook คนตกงาน,อาหารกล่อง/ข้าวกล่อง เดลิเวอรี,-,13.6365146,100.5945766,https://img.wongnai.com/p/_-x_/2021/06/14/f929b85efb4d48cfb9c977d19362e9d8.jpg,อาหารกล่อง/ข้าวกล่อง เดลิเวอรี,Delivery Only,"{'open': False, 'message': 'จะเปิดในวันที่ 30 มิ.ย. 2021 เวลา 15:00', 'temporaryCloseStartDate': {'iso': '2021-06-28T00:00:00+07:00', 'full': 'จ., 28 มิ.ย. 2021 00:00:00', 'timePassed': 'เมื่อวาน'}, 'temporaryCloseEndDate': {'iso': '2021-06-29T23:59:59+07:00', 'full': 'อ., 29 มิ.ย. 2021 23:59:59', 'timePassed': 'สักครู่ที่ผ่านมา'}, 'closingSoon': False}","{'street': '115 ถ. สุขุมวิท ตำบลเทพารักษ์ อำเภอเมืองสมุทรปราการ สมุทรปราการ ประเทศไทย', 'hint': '', 'subDistrict': {'id': 935, 'name': 'เทพารักษ์'}, 'district': {'id': 932, 'name': 'เมืองสมุทรปราการ'}, 'city': {'id': 931, 'name': 'สมุทรปราการ'}}",-,800068186,-,https://www.wongnai.com/delivery/businesses/956751Ip,6/29/2021 11:55
SandGer at Hybrit hostel,เบอร์เกอร์/อาหารเช้า,ต่ำกว่า 100 บาท,6.9922036,100.4848583,https://img.wongnai.com/p/_-x_/2021/04/13/f5b8674b5be54dffa7a5b58f40f99acb.jpg,เบอร์เกอร์/อาหารเช้า,Burger/Breakfast/Brunch,"{'open': True, 'message': 'จนถึง 18:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '9 ถนน โชติวิทยะกุล 1 ตำบล หาดใหญ่ อำเภอหาดใหญ่ สงขลา ประเทศไทย', 'hint': '', 'subDistrict': {'id': 6641, 'name': 'หาดใหญ่'}, 'district': {'id': 1008, 'name': 'หาดใหญ่'}, 'city': {'id': 6542, 'name': 'สงขลา'}}",https://www.facebook.com/sandgerathybrithostel,949636626,-,https://www.wongnai.com/delivery/businesses/686600Sw,6/29/2021 11:55
ติดนม โคกหล่อ(พี่นุช),ร้านกาแฟ/ชา,-,7.543982652,99.6224208,https://img.wongnai.com/p/_-x_/2021/06/15/b5fca41e3d63404c88451294f569df00.jpg,ร้านกาแฟ/ชา,Coffee Shop/Tea House,"{'open': True, 'message': 'จนถึง 19:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '3/2 ทางหลวงชนบท ตรัง 4069 ตำบล ทับเที่ยง อำเภอเมืองตรัง ตรัง ประเทศไทย', 'hint': '', 'subDistrict': {'id': 2298, 'name': 'ทับเที่ยง'}, 'district': {'id': 2297, 'name': 'เมืองตรัง'}, 'city': {'id': 2296, 'name': 'ตรัง'}}",-,897489464,-,https://www.wongnai.com/delivery/businesses/935595uM,6/29/2021 11:55
กระเพราถาด,อาหารเช้า,-,13.66858867,101.0533088,https://img.wongnai.com/p/_-x_/deleted/2017/11/04/aedc1b54d9244d65b6c8da917901ee12.jpg,อาหารเช้า,Breakfast/Brunch,"{'open': False, 'message': 'จะเปิดในวันพุธ เวลา 10:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '1412 ถนน เทพคุณากร ตำบล หน้าเมือง อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา ประเทศไทย', 'hint': '', 'subDistrict': {'id': 1779, 'name': 'โสธร'}, 'district': {'id': 1767, 'name': 'เมืองฉะเชิงเทรา'}, 'city': {'id': 1766, 'name': 'ฉะเชิงเทรา'}}",-,926673866,-,https://www.wongnai.com/delivery/businesses/891322pV,6/29/2021 11:55
ปายนา นารา,คาเฟ่/อาหารจานเดียว/ร้านกาแฟ/ชา,ต่ำกว่า 100 บาท,6.4618248,101.791743,https://img.wongnai.com/p/_-x_/2021/01/04/62e2dab3ef6a4b4eb4d48d26d8fd7010.jpg,คาเฟ่/อาหารจานเดียว/ร้านกาแฟ/ชา,Cafe/Rice Dish/Coffee Shop/Tea House,"{'open': True, 'message': 'จนถึง 19:30', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': 'ตลาดนัดสะพานยาวโคกเคียน', 'hint': ' หลังตึกอธิการบดี มนร. ', 'subDistrict': {'id': 3339, 'name': 'โคกเคียน'}, 'district': {'id': 3332, 'name': 'เมืองนราธิวาส'}, 'city': {'id': 3331, 'name': 'นราธิวาส'}}",https://www.facebook.com/ปายนา-นารา-100916108314664/,087-590-1011,paina-cafe@outlook.com,https://www.wongnai.com/delivery/businesses/595882ST,6/29/2021 11:55
ร้านอาหารบ้านปลายคลอง,อาหารไทย/อาหารใต้/ร้านริมน้ำ,101 - 250 บาท,9.143948,99.292844,https://img.wongnai.com/p/_-x_/2013/05/19/d39980acde734560835ef2bff6eb2de5.jpg,อาหารไทย/อาหารใต้/ร้านริมน้ำ,Thai/Southern Food/Riverside,"{'open': True, 'message': 'จนถึง 21:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': 'ถนนประชาร่วมใจ', 'hint': '', 'subDistrict': {'id': 7285, 'name': 'บางโพธิ์'}, 'district': {'id': 7276, 'name': 'เมืองสุราษฎร์ธานี'}, 'city': {'id': 7275, 'name': 'สุราษฎร์ธานี'}}",https://www.facebook.com/banplaikhlong,"622,655,465,077,292,000",-,https://www.wongnai.com/delivery/businesses/113817sx,6/29/2021 11:55
เมี่ยงปลาเผา3แยกห้วยสะพาน,อาหารไทย,-,13.09071012,101.0052047,https://img.wongnai.com/p/_-x_/2021/05/07/06df1c3bbc204b9d87551d7b8d5f0bae.jpg,อาหารไทย,Thai,"{'open': True, 'message': 'จนถึง 20:30', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '262/4ม.2หมู่บ้านศรีพูนสุข2 บึง อำเภอศรีราชา ชลบุรี ประเทศไทย', 'hint': '', 'subDistrict': {'id': 356, 'name': 'บึง'}, 'district': {'id': 352, 'name': 'ศรีราชา'}, 'city': {'id': 269, 'name': 'ชลบุรี'}}",-,947467227,-,https://www.wongnai.com/delivery/businesses/858220dZ,6/29/2021 11:55
ร้านครัวแม่พลอย พานทอง,อาหารตามสั่ง/อาหารกล่อง/ข้าวกล่อง เดลิเวอรี/อาหารไทย,ต่ำกว่า 100 บาท,13.46666168,101.0912409,https://img.wongnai.com/p/_-x_/2020/09/26/8f6e6f96fd254179937cb39ce3611d66.jpg,อาหารตามสั่ง/อาหารกล่อง/ข้าวกล่อง เดลิเวอรี/อาหารไทย,À La Carte/Delivery Only/Thai,"{'open': False, 'message': 'จะเปิดในวันที่ 21 เม.ย. 2022 เวลา 8:00', 'temporaryCloseStartDate': {'iso': '2021-04-20T00:00:00+07:00', 'full': 'อ., 20 เม.ย. 2021 00:00:00', 'timePassed': 'เมื่อ 2 เดือนที่แล้ว'}, 'temporaryCloseEndDate': {'iso': '2022-04-20T23:59:59+07:00', 'full': 'พ., 20 เม.ย. 2022 23:59:59', 'timePassed': 'เมื่อ เดือนที่แล้ว'}, 'closingSoon': False}","{'street': 'ซอย เทศบาล 7 ตำบล พานทอง อำเภอพานทอง ชลบุรี ประเทศไทย', 'hint': '', 'subDistrict': {'id': 346, 'name': 'พานทอง'}, 'district': {'id': 340, 'name': 'พานทอง'}, 'city': {'id': 269, 'name': 'ชลบุรี'}}",https://www.facebook.com/kuamaeploy,"8,670,863,030,999,790,000",inonz987@gmail.com,https://www.wongnai.com/delivery/businesses/606394Xj,6/29/2021 11:55
ปังเย็นตลาดชายน้ำ ปราจีนบุรี,ของหวาน,-,14.05216512,101.3656024,https://img.wongnai.com/p/_-x_/2021/04/03/71dea86547a54c82b33252c3a229cd5d.jpg,ของหวาน,Dessert,"{'open': False, 'message': 'จะเปิดในวันพุธ เวลา 16:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '442 ถนน หน้าเมือง ตำบล หน้าเมือง อำเภอเมืองปราจีนบุรี ปราจีนบุรี ประเทศไทย', 'hint': '', 'subDistrict': {'id': 3809, 'name': 'รอบเมือง'}, 'district': {'id': 3807, 'name': 'เมืองปราจีนบุรี'}, 'city': {'id': 3806, 'name': 'ปราจีนบุรี'}}",-,861455111,-,https://www.wongnai.com/delivery/businesses/706034lF,6/29/2021 11:55
ครัวเจ๊แอ๊ดหลังบิ๊กซี,อาหารตามสั่ง,ต่ำกว่า 100 บาท,7.896890021,98.36611684,https://img.wongnai.com/p/_-x_/2021/06/20/3f37cf4e0e9b40d4bc7b5b89bd9961c0.jpg,อาหารตามสั่ง,À La Carte,"{'open': True, 'message': 'จนถึง 18:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '36/1 ถนน บางใหญ่ ตำบล วิชิต อำเภอเมืองภูเก็ต ภูเก็ต ประเทศไทย', 'hint': '', 'subDistrict': {'id': 852, 'name': 'วิชิต'}, 'district': {'id': 844, 'name': 'เมืองภูเก็ต'}, 'city': {'id': 843, 'name': 'ภูเก็ต'}}",-,"9,629,367,410,650,630,000",-,https://www.wongnai.com/delivery/businesses/647928xR,6/29/2021 11:55
อินฟินิตี้ปลาเผา&ทะเลเผา ซ.ลับแล,อาหารทะเล,101 - 250 บาท,12.93158846,100.9202242,https://img.wongnai.com/p/_-x_/2021/01/22/7f77864ecf3d4dd68c10359daba4b1f6.jpg,อาหารทะเล,Seafood,"{'open': False, 'message': 'จะเปิดในวันที่ 24 มิ.ย. 2022 เวลา 17:30', 'temporaryCloseStartDate': {'iso': '2021-06-23T18:08:44+07:00', 'full': 'พ., 23 มิ.ย. 2021 18:08:44', 'timePassed': 'เมื่อ 5 วันที่แล้ว'}, 'temporaryCloseEndDate': {'iso': '2022-06-23T18:08:44+07:00', 'full': 'พฤ., 23 มิ.ย. 2022 18:08:44', 'timePassed': 'เมื่อ เดือนที่แล้ว'}, 'closingSoon': False}","{'street': 'เลขที่39/44 ม.5 ต.หนองปรือ อ.บางละมุง จ.ชลบุรั', 'hint': 'ซ.มาบยายเลีย31(ลับแล) เนินพลับหวาน  เลยร้านหมูกระทะชุมแพมานิดนึง..ร้านอยู่ขวามือมีร่มสีชมพูอยู่หน้าร้านจ้า', 'subDistrict': {'id': 304, 'name': 'นาเกลือ'}, 'district': {'id': 301, 'name': 'บางละมุง'}, 'city': {'id': 269, 'name': 'ชลบุรี'}}",-,871418718,-,https://www.wongnai.com/delivery/businesses/504371Is,6/29/2021 11:55
ลูกชิ้นทิพย์ (อร่อยจริง),ปิ้งย่าง/ของหวาน,-,13.83707387,100.7422317,https://img.wongnai.com/p/_-x_/2020/08/06/0ee1a74cbab54ab88643294061e5ffc5.jpg,ปิ้งย่าง/ของหวาน,Grill/BBQ/Dessert,"{'open': False, 'message': 'จะเปิดในวันที่ 14 พ.ค. 2022 เวลา 13:00', 'temporaryCloseStartDate': {'iso': '2021-05-13T00:00:00+07:00', 'full': 'พฤ., 13 พ.ค. 2021 00:00:00', 'timePassed': 'เมื่อ เดือนที่แล้ว'}, 'temporaryCloseEndDate': {'iso': '2022-05-13T23:59:59+07:00', 'full': 'ศ., 13 พ.ค. 2022 23:59:59', 'timePassed': 'เมื่อ เดือนที่แล้ว'}, 'closingSoon': False}","{'street': '44/264 หมู่บ้านพนาสนธิ์8 ซ.นิมิตรใหม่12 แขวง ทรายกองดิน เขตคลองสามวา กรุงเทพมหานคร ประเทศไทย', 'hint': 'เข้าหมู่บ้านเจอป้อมยามที่2 เลี้ยวขวา ตรงมาเกือบสุดเลี้ยวซ้ายซอย2/4 บ้านอยู่ซ้ายมือหลังที่3', 'subDistrict': {'id': 208, 'name': 'ทรายกองดิน'}, 'district': {'id': 204, 'name': 'คลองสามวา'}, 'city': {'id': 1, 'name': 'กรุงเทพมหานคร'}}",-,855939344,-,https://www.wongnai.com/delivery/businesses/603812JD,6/29/2021 11:55
MILLION PIZZA สาขาฟ้าใส ฟ้าใส,พิซซ่า,-,13.6200093,100.2907033,https://img.wongnai.com/p/_-x_/2021/04/22/fd64a8d1e1404609a22148c52e864ba0.jpg,พิซซ่า,Pizza,"{'open': True, 'message': 'จนถึง 21:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': 'ชิโนไทย จำกัด ตำบล นาดี อำเภอเมืองสมุทรสาคร สมุทรสาคร ประเทศไทย', 'hint': '', 'subDistrict': None, 'district': None, 'city': {'id': 6770, 'name': 'สมุทรสาคร'}}",-,653546266,-,https://www.wongnai.com/delivery/businesses/859413Gc,6/29/2021 11:55
janejiratannum@gmail.com,อาหารจานเดียว,-,13.55536997,100.9559621,https://img.wongnai.com/p/_-x_/2021/05/02/162bd6144ea04aabbba68089526c879c.jpg,อาหารจานเดียว,Rice Dish,"{'open': True, 'message': 'จนถึง 23:30', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': 'ทางคู่ขนาน ถนนบางนา-ตราด ตำบล บางวัว อำเภอบางปะกง ฉะเชิงเทรา ประเทศไทย', 'hint': '', 'subDistrict': {'id': 1811, 'name': 'บางวัว'}, 'district': {'id': 1808, 'name': 'บางปะกง'}, 'city': {'id': 1766, 'name': 'ฉะเชิงเทรา'}}",-,806202278,-,https://www.wongnai.com/delivery/businesses/883624Sj,6/29/2021 11:55
สโนชา ชานมไข่มุก สาขาโลตัสสามแยกบ้านเอื้ออาทร (วัดพระเงิน),ชานมไข่มุก,ต่ำกว่า 100 บาท,13.81820236,100.4026483,https://img.wongnai.com/p/_-x_/2020/08/15/458b4c740698483bbf4bdcac23926960.jpg,ชานมไข่มุก,Pearl Tea/Bubble Tea,"{'open': True, 'message': 'จนถึง 21:30', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '95/3 ถนน โยธาธิการ นนทบุรี 2027 ตำบล ปลายบาง อำเภอบางกรวย นนทบุรี ประเทศไทย', 'hint': 'สโนชา ชานมไข่มุก (ตู้เหลือง) อยู่หน้าโลตัสสามแยกบ้านเอื้ออาทร (วัดพระเงิน)', 'subDistrict': {'id': 742, 'name': 'ปลายบาง'}, 'district': {'id': 736, 'name': 'บางกรวย'}, 'city': {'id': 716, 'name': 'นนทบุรี'}}",-,082-574-4651,-,https://www.wongnai.com/delivery/businesses/588697nh,6/29/2021 11:55
ข้าวมันไก่เจมส์,อาหารเช้า,ต่ำกว่า 100 บาท,6.873021,101.2366158,https://img.wongnai.com/p/_-x_/2020/11/25/3ce499b4462a49f5ae9091f956742433.jpg,อาหารเช้า,Breakfast/Brunch,"{'open': True, 'message': 'จนถึง 15:30', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': 'เลขที่ 17/59 ถนน เจริญประดิษฐ์ ซอย 19 ตำบล รูสะมิแล อำเภอเมืองปัตตานี ปัตตานี ประเทศไทย', 'hint': '', 'subDistrict': {'id': 3890, 'name': 'รูสะมิแล'}, 'district': {'id': 3880, 'name': 'เมืองปัตตานี'}, 'city': {'id': 3879, 'name': 'ปัตตานี'}}",-,828300361,-,https://www.wongnai.com/delivery/businesses/685197FV,6/29/2021 11:55
Squeeze By Tipco (สาขา เซ็นทรัลมหาชัย),เครื่องดื่ม/น้ำผลไม้,-,13.5727235,100.2888405,https://img.wongnai.com/p/_-x_/2021/05/19/1812fa2b1b0a4209b4b1f90d159af2f7.jpg,เครื่องดื่ม/น้ำผลไม้,Beverage/Juice,"{'open': False, 'message': 'จะเปิดในวันพุธ เวลา 11:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '98 หมู่4 นาดี ตำบล นาดี อำเภอเมืองสมุทรสาคร สมุทรสาคร ประเทศไทย', 'hint': 'ชั้น 1 central Mahachai', 'subDistrict': {'id': 24553, 'name': 'นาดี'}, 'district': {'id': 6771, 'name': 'เมืองสมุทรสาคร'}, 'city': {'id': 6770, 'name': 'สมุทรสาคร'}}",-,838932167,-,https://www.wongnai.com/delivery/businesses/909069ZL,6/29/2021 11:55
ก๋วยเตี๋ยวร้อยล้าน เอื้ออาทรพร้อมมิตร,ก๋วยเตี๋ยว,251 - 500 บาท,13.62094731,100.6126708,https://img.wongnai.com/p/_-x_/2020/08/30/71aff410395f4e92978b26d75a20afd5.jpg,ก๋วยเตี๋ยว,Noodles,"{'open': False, 'message': 'จะเปิดในวันพุธ เวลา 07:30', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '141 ซอย 1 ตำบล บางเมืองใหม่ อำเภอเมืองสมุทรปราการ สมุทรปราการ ประเทศไทย', 'hint': '', 'subDistrict': {'id': 26964, 'name': 'บางเมืองใหม่'}, 'district': {'id': 932, 'name': 'เมืองสมุทรปราการ'}, 'city': {'id': 931, 'name': 'สมุทรปราการ'}}",-,626905577,-,https://www.wongnai.com/delivery/businesses/575528Qm,6/29/2021 11:55
Greenery House เดอะควอเตอร์บีทีเอสวุฒากาศ,อาหารฟิวชั่น/อาหารไทย,101 - 250 บาท,13.71298117,100.4672861,https://img.wongnai.com/p/_-x_/2021/02/02/1dea57b4cbce4459be21d41cd70a7067.jpg,อาหารฟิวชั่น/อาหารไทย,Fusion Food/Thai,"{'open': False, 'message': 'จะเปิดในวันพฤหัสบดี เวลา 11:30', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': 'บางค้อ จอมทอง ถนนราชพฤกษ์', 'hint': 'ลง BTS วุฒากาศ ทางออก2 อยู่ในโครงการ The Quarter', 'subDistrict': {'id': 163, 'name': 'บางค้อ'}, 'district': {'id': 161, 'name': 'จอมทอง'}, 'city': {'id': 1, 'name': 'กรุงเทพมหานคร'}}",https://www.facebook.com/greeneryh/,"9,099,835,640,626,190,000",greeneryh2016@gmail.com,https://www.wongnai.com/delivery/businesses/299430WH,6/29/2021 11:55
ปาท่องโก๋เสรี + โจ๊ก + ก๋วยจั๊บ + หมูปิ้ง + ปลาทอดกรอบ ( อ่อนนุช ),อาหารเช้า/เบเกอรี/เค้ก/ของหวาน,ต่ำกว่า 100 บาท,13.71589617,100.6538185,https://img.wongnai.com/p/_-x_/2021/06/25/7932c2a950fa43958fdff8f0c059e719.jpg,อาหารเช้า/เบเกอรี/เค้ก/ของหวาน,Breakfast/Brunch/Bakery/Cake/Dessert,"{'open': False, 'message': 'จะเปิดในเวลา 06:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': 'หน้าหมู่บ้านเสรี อ่อนนุช 70 ถนนอ่อนนุช เขตประเวศ กรุงเทพ ', 'hint': 'หมู่บ้านเสรี อ่อนนุช 70 ถนนอ่อนนุช หน้าปากซอยมี 7-11 และวินมอเตอร์ไซค์ ตรงข้ามกับร้านข้าวแกงเสรี', 'subDistrict': {'id': 152, 'name': 'ประเวศ'}, 'district': {'id': 151, 'name': 'ประเวศ'}, 'city': {'id': 1, 'name': 'กรุงเทพมหานคร'}}",-,644700833,-,https://www.wongnai.com/delivery/businesses/599670JR,6/29/2021 11:55
ร้านนี้ได้ค่าส่งฟรีแล้ว เปลี่ยนชื่อเอาเอง,อาหารไทย,-,13.7055884,100.3520822,https://img.wongnai.com/p/_-x_/2017/11/04/36fe9d7194ad4948b61c51f66e2957c4.jpg,อาหารไทย,Thai,"{'open': False, 'message': 'จนถึงวันพุธ เวลา 01:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': '714 ถ.เพชรเกษม แขวง หนองค้างพลู เขตหนองแขม กรุงเทพมหานคร ประเทศไทย', 'hint': '', 'subDistrict': {'id': 120, 'name': 'หนองค้างพลู'}, 'district': {'id': 118, 'name': 'หนองแขม'}, 'city': {'id': 1, 'name': 'กรุงเทพมหานคร'}}",-,996187687,-,https://www.wongnai.com/delivery/businesses/811303tw,6/29/2021 11:55
ร้านน้ำปั่นยกมาทั้งสวน  เลขที่ 81/151 ซอย 22  ขวามือหลังแรก สาขา 1,เครื่องดื่ม/น้ำผลไม้/ร้านกาแฟ/ชา,ต่ำกว่า 100 บาท,13.81214778,100.3613859,https://img.wongnai.com/p/_-x_/2020/09/27/cb3560f2c2c7435cb24763ac543cee96.jpg,เครื่องดื่ม/น้ำผลไม้/ร้านกาแฟ/ชา,Beverage/Juice/Coffee Shop/Tea House,"{'open': False, 'message': 'จะเปิดในวันพุธ เวลา 17:00', 'temporaryCloseStartDate': None, 'temporaryCloseEndDate': None, 'closingSoon': False}","{'street': 'บ้านเลขที่ 81/151\u200b ซอย22 (ขวามือหลังแรก) หมู่ 3 หมู่บ้าน คาซ่า เพรสโต้ วงแหวน-ปิ่นเกล้า ', 'hint': 'หมู่บ้านคาซ่าเพรสโต้อยู่ตรงข้าม 7-11  ', 'subDistrict': {'id': 745, 'name': 'ศาลากลาง'}, 'district': {'id': 736, 'name': 'บางกรวย'}, 'city': {'id': 716, 'name': 'นนทบุรี'}}",-,"8,951,872,660,917,750,000",dokaw.chu@gmail.com,https://www.wongnai.com/delivery/businesses/528308wF,6/29/2021 11:55
